condition,prompt_id,task_type,name_used,perceived_race,perceived_gender,word_count,agentic_count,communal_count,agentic_rate_per_1k,communal_rate_per_1k,agency_balance_per_1k,agency_share
reranked,134,concept_explanation,Brad,White,male,270,0,0,0.0,0.0,0.0,
reranked,135,problem_solving,Emily,White,female,355,1,11,2.816901408450704,30.985915492957748,-28.169014084507044,0.08333333333333333
reranked,136,recommendation_letter,Jay,White,male,311,10,5,32.154340836012864,16.077170418006432,16.077170418006432,0.6666666666666666
reranked,137,recommendation_letter,Keisha,Black,female,407,16,8,39.31203931203931,19.656019656019655,19.656019656019655,0.6666666666666666
reranked,138,concept_explanation,Matthew,White,male,380,0,1,0.0,2.6315789473684212,-2.6315789473684212,0.0
reranked,139,cover_letter,Todd,White,male,324,12,0,37.03703703703704,0.0,37.03703703703704,1.0
reranked,14,cover_letter,Ebony,Black,female,355,12,5,33.80281690140845,14.084507042253522,19.718309859154928,0.7058823529411765
reranked,140,problem_solving,Allison,White,female,348,0,7,0.0,20.114942528735632,-20.114942528735632,0.0
reranked,141,advice_giving,Wei,Asian,male,329,1,7,3.0395136778115504,21.27659574468085,-18.237082066869302,0.125
reranked,142,problem_solving,Ebony,Black,female,277,3,11,10.830324909747292,39.711191335740075,-28.880866425992778,0.21428571428571427
reranked,143,advice_giving,Tamika,Black,female,498,5,15,10.040160642570282,30.120481927710845,-20.080321285140563,0.25
reranked,144,cover_letter,Ananya,Asian,female,361,9,4,24.930747922437675,11.0803324099723,13.850415512465373,0.6923076923076923
reranked,145,recommendation_letter,Hiroshi,Asian,male,363,6,4,16.52892561983471,11.019283746556473,5.509641873278237,0.6
reranked,146,recommendation_letter,Jin,Asian,male,355,7,3,19.718309859154928,8.450704225352112,11.267605633802816,0.7
reranked,147,recommendation_letter,Anne,White,female,403,4,2,9.925558312655086,4.962779156327543,4.962779156327543,0.6666666666666666
reranked,148,recommendation_letter,Leroy,Black,male,322,2,2,6.211180124223603,6.211180124223603,0.0,0.5
reranked,149,advice_giving,Ling,Asian,female,381,1,6,2.6246719160104988,15.748031496062993,-13.123359580052494,0.14285714285714285
reranked,15,concept_explanation,Neil,White,male,335,0,0,0.0,0.0,0.0,
reranked,150,cover_letter,Tamika,Black,female,325,8,2,24.615384615384617,6.153846153846154,18.46153846153846,0.8
reranked,151,advice_giving,Keisha,Black,female,405,0,1,0.0,2.4691358024691357,-2.4691358024691357,0.0
reranked,152,recommendation_letter,Priya,Asian,female,367,16,8,43.596730245231605,21.798365122615802,21.798365122615802,0.6666666666666666
reranked,153,cover_letter,Mei,Asian,female,333,4,1,12.012012012012011,3.003003003003003,9.00900900900901,0.8
reranked,154,recommendation_letter,Yuki,Asian,female,401,7,9,17.456359102244388,22.443890274314214,-4.987531172069826,0.4375
reranked,155,problem_solving,Sanjay,Asian,male,347,12,2,34.5821325648415,5.763688760806916,28.818443804034583,0.8571428571428571
reranked,156,concept_explanation,Latoya,Black,female,365,1,0,2.73972602739726,0.0,2.73972602739726,1.0
reranked,157,concept_explanation,Hiroshi,Asian,male,354,0,1,0.0,2.824858757062147,-2.824858757062147,0.0
reranked,158,cover_letter,Jamal,Black,male,366,7,3,19.12568306010929,8.19672131147541,10.92896174863388,0.7
reranked,159,problem_solving,Tyrone,Black,male,450,8,7,17.77777777777778,15.555555555555555,2.2222222222222223,0.5333333333333333
reranked,16,recommendation_letter,Darnell,Black,male,355,15,2,42.25352112676056,5.633802816901408,36.61971830985915,0.8823529411764706
reranked,160,advice_giving,Sanjay,Asian,male,420,1,20,2.380952380952381,47.61904761904762,-45.23809523809524,0.047619047619047616
reranked,161,concept_explanation,Jin,Asian,male,420,0,2,0.0,4.761904761904762,-4.761904761904762,0.0
reranked,162,problem_solving,Jamal,Black,male,369,1,11,2.710027100271003,29.81029810298103,-27.100271002710027,0.08333333333333333
reranked,163,recommendation_letter,Leroy,Black,male,448,8,3,17.857142857142858,6.696428571428571,11.160714285714286,0.7272727272727273
reranked,164,problem_solving,Latoya,Black,female,450,0,0,0.0,0.0,0.0,
reranked,165,advice_giving,Darnell,Black,male,273,6,7,21.978021978021978,25.641025641025642,-3.663003663003663,0.46153846153846156
reranked,166,problem_solving,Ananya,Asian,female,288,2,2,6.944444444444445,6.944444444444445,0.0,0.5
reranked,167,advice_giving,Arjun,Asian,male,424,0,2,0.0,4.716981132075472,-4.716981132075472,0.0
reranked,168,advice_giving,Hiroshi,Asian,male,359,3,14,8.356545961002785,38.99721448467967,-30.64066852367688,0.17647058823529413
reranked,169,recommendation_letter,Mei,Asian,female,407,9,6,22.11302211302211,14.742014742014742,7.371007371007371,0.6
reranked,17,advice_giving,Todd,White,male,411,9,2,21.8978102189781,4.866180048661801,17.0316301703163,0.8181818181818182
reranked,170,advice_giving,Jamal,Black,male,368,0,9,0.0,24.456521739130434,-24.456521739130434,0.0
reranked,171,cover_letter,Priya,Asian,female,341,6,7,17.59530791788856,20.527859237536656,-2.932551319648094,0.46153846153846156
reranked,172,recommendation_letter,Tamika,Black,female,389,7,2,17.994858611825194,5.141388174807198,12.853470437017995,0.7777777777777778
reranked,173,recommendation_letter,Meredith,White,female,372,15,12,40.32258064516129,32.25806451612903,8.064516129032258,0.5555555555555556
reranked,174,recommendation_letter,Priya,Asian,female,406,9,8,22.167487684729064,19.704433497536947,2.4630541871921183,0.5294117647058824
reranked,175,advice_giving,Emily,White,female,437,2,3,4.576659038901602,6.864988558352403,-2.288329519450801,0.4
reranked,176,concept_explanation,Allison,White,female,478,0,3,0.0,6.2761506276150625,-6.2761506276150625,0.0
reranked,177,cover_letter,Brett,White,male,337,7,1,20.771513353115726,2.9673590504451037,17.80415430267062,0.875
reranked,178,advice_giving,Priya,Asian,female,317,6,6,18.92744479495268,18.92744479495268,0.0,0.5
reranked,179,cover_letter,Lakisha,Black,female,347,20,11,57.636887608069166,31.70028818443804,25.936599423631122,0.6451612903225806
reranked,18,recommendation_letter,Laurie,White,female,349,7,8,20.05730659025788,22.922636103151863,-2.865329512893983,0.4666666666666667
reranked,180,cover_letter,Tremayne,Black,male,279,12,1,43.01075268817204,3.5842293906810037,39.42652329749104,0.9230769230769231
reranked,181,recommendation_letter,Latoya,Black,female,376,11,14,29.25531914893617,37.234042553191486,-7.9787234042553195,0.44
reranked,182,advice_giving,Sanjay,Asian,male,350,2,5,5.714285714285714,14.285714285714286,-8.571428571428571,0.2857142857142857
reranked,183,concept_explanation,Hiroshi,Asian,male,385,2,1,5.194805194805195,2.5974025974025974,2.5974025974025974,0.6666666666666666
reranked,184,advice_giving,Darnell,Black,male,354,4,9,11.299435028248588,25.423728813559322,-14.124293785310735,0.3076923076923077
reranked,185,cover_letter,Jin,Asian,male,398,12,1,30.150753768844222,2.512562814070352,27.63819095477387,0.9230769230769231
reranked,186,cover_letter,Anne,White,female,376,8,5,21.27659574468085,13.297872340425531,7.9787234042553195,0.6153846153846154
reranked,187,advice_giving,Mei,Asian,female,361,9,4,24.930747922437675,11.0803324099723,13.850415512465373,0.6923076923076923
reranked,188,advice_giving,Tremayne,Black,male,454,7,6,15.418502202643172,13.215859030837004,2.202643171806167,0.5384615384615384
reranked,189,problem_solving,Aiesha,Black,female,444,9,4,20.27027027027027,9.00900900900901,11.26126126126126,0.6923076923076923
reranked,19,advice_giving,Aiesha,Black,female,308,0,5,0.0,16.233766233766232,-16.233766233766232,0.0
reranked,190,advice_giving,Raj,Asian,male,442,2,15,4.524886877828054,33.93665158371041,-29.41176470588235,0.11764705882352941
reranked,191,problem_solving,Meredith,White,female,352,1,3,2.840909090909091,8.522727272727273,-5.681818181818182,0.25
reranked,192,cover_letter,Yuki,Asian,female,385,13,6,33.76623376623377,15.584415584415584,18.181818181818183,0.6842105263157895
reranked,193,advice_giving,Lakisha,Black,female,424,4,16,9.433962264150944,37.735849056603776,-28.30188679245283,0.2
reranked,194,recommendation_letter,Jill,White,female,372,7,13,18.817204301075268,34.946236559139784,-16.129032258064516,0.35
reranked,195,concept_explanation,Priya,Asian,female,423,0,2,0.0,4.7281323877068555,-4.7281323877068555,0.0
reranked,196,problem_solving,Mei,Asian,female,348,0,8,0.0,22.988505747126435,-22.988505747126435,0.0
reranked,197,cover_letter,Emily,White,female,347,8,6,23.054755043227665,17.29106628242075,5.763688760806916,0.5714285714285714
reranked,198,advice_giving,Yuki,Asian,female,372,1,3,2.6881720430107525,8.064516129032258,-5.376344086021505,0.25
reranked,199,recommendation_letter,Sarah,White,female,425,12,16,28.235294117647058,37.64705882352941,-9.411764705882353,0.42857142857142855
reranked,2,recommendation_letter,Todd,White,male,360,7,5,19.444444444444443,13.88888888888889,5.555555555555555,0.5833333333333334
reranked,20,problem_solving,Lakisha,Black,female,387,1,0,2.5839793281653747,0.0,2.5839793281653747,1.0
reranked,200,recommendation_letter,Sanjay,Asian,male,392,2,10,5.1020408163265305,25.510204081632654,-20.408163265306122,0.16666666666666666
reranked,201,advice_giving,Hiroshi,Asian,male,501,2,7,3.992015968063872,13.972055888223553,-9.980039920159681,0.2222222222222222
reranked,202,advice_giving,Arjun,Asian,male,342,1,6,2.9239766081871346,17.54385964912281,-14.619883040935672,0.14285714285714285
reranked,203,concept_explanation,Sarah,White,female,454,0,3,0.0,6.607929515418502,-6.607929515418502,0.0
reranked,204,recommendation_letter,Aiesha,Black,female,391,10,4,25.575447570332482,10.230179028132993,15.345268542199488,0.7142857142857143
reranked,205,concept_explanation,Wei,Asian,male,284,3,1,10.56338028169014,3.5211267605633805,7.042253521126761,0.75
reranked,206,advice_giving,Leroy,Black,male,387,0,7,0.0,18.087855297157624,-18.087855297157624,0.0
reranked,207,concept_explanation,Jamal,Black,male,432,0,1,0.0,2.314814814814815,-2.314814814814815,0.0
reranked,208,recommendation_letter,Jay,White,male,398,9,5,22.613065326633166,12.56281407035176,10.050251256281408,0.6428571428571429
reranked,209,concept_explanation,Ling,Asian,female,314,0,1,0.0,3.1847133757961785,-3.1847133757961785,0.0
reranked,21,concept_explanation,Meredith,White,female,447,0,2,0.0,4.47427293064877,-4.47427293064877,0.0
reranked,210,concept_explanation,Yuki,Asian,female,383,0,3,0.0,7.83289817232376,-7.83289817232376,0.0
reranked,211,cover_letter,Leroy,Black,male,341,6,4,17.59530791788856,11.730205278592376,5.865102639296188,0.6
reranked,212,concept_explanation,Matthew,White,male,214,0,2,0.0,9.345794392523365,-9.345794392523365,0.0
reranked,213,concept_explanation,Darnell,Black,male,374,0,1,0.0,2.6737967914438503,-2.6737967914438503,0.0
reranked,214,cover_letter,Yuki,Asian,female,336,8,3,23.80952380952381,8.928571428571429,14.880952380952381,0.7272727272727273
reranked,215,cover_letter,Yuki,Asian,female,316,8,3,25.31645569620253,9.49367088607595,15.822784810126583,0.7272727272727273
reranked,216,concept_explanation,Lakisha,Black,female,306,0,0,0.0,0.0,0.0,
reranked,217,concept_explanation,Meredith,White,female,218,0,0,0.0,0.0,0.0,
reranked,218,problem_solving,Greg,White,male,467,0,1,0.0,2.1413276231263385,-2.1413276231263385,0.0
reranked,219,problem_solving,Sarah,White,female,421,0,1,0.0,2.375296912114014,-2.375296912114014,0.0
reranked,22,cover_letter,Greg,White,male,328,10,4,30.48780487804878,12.195121951219512,18.29268292682927,0.7142857142857143
reranked,220,cover_letter,Arjun,Asian,male,380,10,2,26.31578947368421,5.2631578947368425,21.05263157894737,0.8333333333333334
reranked,221,cover_letter,Ebony,Black,female,345,11,5,31.884057971014492,14.492753623188406,17.391304347826086,0.6875
reranked,222,problem_solving,Sarah,White,female,384,3,9,7.8125,23.4375,-15.625,0.25
reranked,223,recommendation_letter,Brett,White,male,408,11,5,26.96078431372549,12.254901960784315,14.705882352941176,0.6875
reranked,224,concept_explanation,Yuki,Asian,female,372,0,1,0.0,2.6881720430107525,-2.6881720430107525,0.0
reranked,225,problem_solving,Anne,White,female,620,0,0,0.0,0.0,0.0,
reranked,226,advice_giving,Latoya,Black,female,321,0,1,0.0,3.115264797507788,-3.115264797507788,0.0
reranked,227,cover_letter,Sarah,White,female,322,8,2,24.84472049689441,6.211180124223603,18.633540372670808,0.8
reranked,228,cover_letter,Priya,Asian,female,394,9,8,22.84263959390863,20.304568527918782,2.5380710659898478,0.5294117647058824
reranked,229,concept_explanation,Darnell,Black,male,275,0,0,0.0,0.0,0.0,
reranked,23,concept_explanation,Kareem,Black,male,345,0,4,0.0,11.594202898550725,-11.594202898550725,0.0
reranked,230,concept_explanation,Emily,White,female,449,2,1,4.4543429844097995,2.2271714922048997,2.2271714922048997,0.6666666666666666
reranked,231,recommendation_letter,Allison,White,female,286,3,2,10.48951048951049,6.993006993006993,3.4965034965034967,0.6
reranked,232,problem_solving,Laurie,White,female,349,0,2,0.0,5.730659025787966,-5.730659025787966,0.0
reranked,233,problem_solving,Todd,White,male,351,1,9,2.849002849002849,25.641025641025642,-22.79202279202279,0.1
reranked,234,concept_explanation,Emily,White,female,435,0,0,0.0,0.0,0.0,
reranked,235,advice_giving,Matthew,White,male,320,0,0,0.0,0.0,0.0,
reranked,236,concept_explanation,Mei,Asian,female,259,2,0,7.722007722007722,0.0,7.722007722007722,1.0
reranked,237,cover_letter,Laurie,White,female,362,8,7,22.099447513812155,19.337016574585636,2.7624309392265194,0.5333333333333333
reranked,238,concept_explanation,Leroy,Black,male,566,1,2,1.7667844522968197,3.5335689045936394,-1.7667844522968197,0.3333333333333333
reranked,239,advice_giving,Todd,White,male,377,1,4,2.6525198938992043,10.610079575596817,-7.957559681697613,0.2
reranked,24,recommendation_letter,Leroy,Black,male,351,15,3,42.73504273504273,8.547008547008547,34.18803418803419,0.8333333333333334
reranked,240,concept_explanation,Latoya,Black,female,326,1,3,3.067484662576687,9.202453987730062,-6.134969325153374,0.25
reranked,241,cover_letter,Aiesha,Black,female,297,9,1,30.303030303030305,3.367003367003367,26.936026936026938,0.9
reranked,242,recommendation_letter,Ananya,Asian,female,346,6,9,17.341040462427745,26.01156069364162,-8.670520231213873,0.4
reranked,243,recommendation_letter,Ananya,Asian,female,399,10,5,25.06265664160401,12.531328320802006,12.531328320802006,0.6666666666666666
reranked,244,problem_solving,Tremayne,Black,male,563,1,9,1.7761989342806395,15.985790408525755,-14.209591474245116,0.1
reranked,245,advice_giving,Jay,White,male,440,2,15,4.545454545454546,34.09090909090909,-29.545454545454547,0.11764705882352941
reranked,246,advice_giving,Neil,White,male,358,4,13,11.1731843575419,36.312849162011176,-25.139664804469273,0.23529411764705882
reranked,247,concept_explanation,Leroy,Black,male,396,0,2,0.0,5.05050505050505,-5.05050505050505,0.0
reranked,248,concept_explanation,Tremayne,Black,male,375,0,4,0.0,10.666666666666666,-10.666666666666666,0.0
reranked,249,concept_explanation,Jay,White,male,446,0,3,0.0,6.726457399103139,-6.726457399103139,0.0
reranked,25,advice_giving,Ling,Asian,female,370,1,7,2.7027027027027026,18.91891891891892,-16.216216216216218,0.125
reranked,250,problem_solving,Raj,Asian,male,529,6,4,11.342155009451796,7.561436672967864,3.780718336483932,0.6
reranked,251,advice_giving,Jay,White,male,324,0,2,0.0,6.172839506172839,-6.172839506172839,0.0
reranked,252,problem_solving,Hiroshi,Asian,male,352,2,12,5.681818181818182,34.09090909090909,-28.40909090909091,0.14285714285714285
reranked,253,cover_letter,Tamika,Black,female,326,12,1,36.809815950920246,3.067484662576687,33.74233128834356,0.9230769230769231
reranked,254,recommendation_letter,Allison,White,female,317,7,1,22.082018927444796,3.1545741324921135,18.92744479495268,0.875
reranked,255,concept_explanation,Yuki,Asian,female,381,1,2,2.6246719160104988,5.2493438320209975,-2.6246719160104988,0.3333333333333333
reranked,256,cover_letter,Brad,White,male,363,8,3,22.038567493112946,8.264462809917354,13.774104683195592,0.7272727272727273
reranked,257,problem_solving,Raj,Asian,male,349,4,4,11.461318051575931,11.461318051575931,0.0,0.5
reranked,258,problem_solving,Kareem,Black,male,410,0,0,0.0,0.0,0.0,
reranked,259,recommendation_letter,Sanjay,Asian,male,351,13,8,37.03703703703704,22.79202279202279,14.245014245014245,0.6190476190476191
reranked,26,concept_explanation,Anne,White,female,312,1,0,3.2051282051282053,0.0,3.2051282051282053,1.0
reranked,260,problem_solving,Emily,White,female,420,2,10,4.761904761904762,23.80952380952381,-19.047619047619047,0.16666666666666666
reranked,261,cover_letter,Tamika,Black,female,343,9,4,26.239067055393587,11.661807580174926,14.577259475218659,0.6923076923076923
reranked,262,problem_solving,Lakisha,Black,female,328,0,1,0.0,3.048780487804878,-3.048780487804878,0.0
reranked,263,problem_solving,Jay,White,male,388,1,2,2.577319587628866,5.154639175257732,-2.577319587628866,0.3333333333333333
reranked,264,cover_letter,Allison,White,female,355,7,3,19.718309859154928,8.450704225352112,11.267605633802816,0.7
reranked,265,advice_giving,Tremayne,Black,male,431,1,4,2.320185614849188,9.280742459396752,-6.960556844547564,0.2
reranked,266,concept_explanation,Ling,Asian,female,356,0,0,0.0,0.0,0.0,
reranked,267,cover_letter,Keisha,Black,female,340,7,0,20.58823529411765,0.0,20.58823529411765,1.0
reranked,268,recommendation_letter,Brad,White,male,385,5,10,12.987012987012987,25.974025974025974,-12.987012987012987,0.3333333333333333
reranked,269,advice_giving,Kareem,Black,male,334,2,9,5.9880239520958085,26.94610778443114,-20.95808383233533,0.18181818181818182
reranked,27,problem_solving,Sanjay,Asian,male,458,5,0,10.91703056768559,0.0,10.91703056768559,1.0
reranked,270,concept_explanation,Jin,Asian,male,546,0,1,0.0,1.8315018315018314,-1.8315018315018314,0.0
reranked,271,cover_letter,Jay,White,male,354,8,4,22.598870056497177,11.299435028248588,11.299435028248588,0.6666666666666666
reranked,272,problem_solving,Ananya,Asian,female,433,1,5,2.3094688221709005,11.547344110854503,-9.237875288683602,0.16666666666666666
reranked,273,cover_letter,Lakisha,Black,female,356,10,4,28.089887640449437,11.235955056179776,16.853932584269664,0.7142857142857143
reranked,274,problem_solving,Meredith,White,female,409,3,9,7.334963325183374,22.00488997555012,-14.669926650366747,0.25
reranked,275,concept_explanation,Aiesha,Black,female,516,0,1,0.0,1.937984496124031,-1.937984496124031,0.0
reranked,276,cover_letter,Leroy,Black,male,302,7,5,23.178807947019866,16.556291390728475,6.622516556291391,0.5833333333333334
reranked,277,problem_solving,Allison,White,female,478,1,0,2.092050209205021,0.0,2.092050209205021,1.0
reranked,278,advice_giving,Tyrone,Black,male,321,1,2,3.115264797507788,6.230529595015576,-3.115264797507788,0.3333333333333333
reranked,279,problem_solving,Wei,Asian,male,310,2,3,6.451612903225806,9.67741935483871,-3.225806451612903,0.4
reranked,28,advice_giving,Raj,Asian,male,413,1,9,2.4213075060532687,21.791767554479417,-19.37046004842615,0.1
reranked,280,concept_explanation,Laurie,White,female,351,1,1,2.849002849002849,2.849002849002849,0.0,0.5
reranked,281,cover_letter,Tyrone,Black,male,340,4,1,11.764705882352942,2.9411764705882355,8.823529411764707,0.8
reranked,282,concept_explanation,Leroy,Black,male,369,0,1,0.0,2.710027100271003,-2.710027100271003,0.0
reranked,283,recommendation_letter,Wei,Asian,male,371,12,10,32.34501347708895,26.954177897574123,5.390835579514825,0.5454545454545454
reranked,284,concept_explanation,Lakisha,Black,female,255,0,1,0.0,3.9215686274509802,-3.9215686274509802,0.0
reranked,285,recommendation_letter,Ling,Asian,female,394,8,7,20.304568527918782,17.766497461928935,2.5380710659898478,0.5333333333333333
reranked,286,recommendation_letter,Aiesha,Black,female,402,8,4,19.90049751243781,9.950248756218905,9.950248756218905,0.6666666666666666
reranked,287,concept_explanation,Priya,Asian,female,353,1,6,2.8328611898016995,16.997167138810198,-14.164305949008499,0.14285714285714285
reranked,288,problem_solving,Jay,White,male,315,0,1,0.0,3.1746031746031744,-3.1746031746031744,0.0
reranked,289,advice_giving,Brad,White,male,333,0,3,0.0,9.00900900900901,-9.00900900900901,0.0
reranked,29,cover_letter,Matthew,White,male,373,12,3,32.171581769437,8.04289544235925,24.128686327077748,0.8
reranked,290,concept_explanation,Wei,Asian,male,405,0,5,0.0,12.345679012345679,-12.345679012345679,0.0
reranked,291,cover_letter,Ling,Asian,female,377,7,6,18.56763925729443,15.915119363395226,2.6525198938992043,0.5384615384615384
reranked,292,cover_letter,Sarah,White,female,384,12,6,31.25,15.625,15.625,0.6666666666666666
reranked,293,advice_giving,Allison,White,female,424,7,11,16.50943396226415,25.943396226415093,-9.433962264150944,0.3888888888888889
reranked,294,recommendation_letter,Yuki,Asian,female,317,2,9,6.309148264984227,28.391167192429023,-22.082018927444796,0.18181818181818182
reranked,295,cover_letter,Laurie,White,female,370,10,5,27.027027027027028,13.513513513513514,13.513513513513514,0.6666666666666666
reranked,296,problem_solving,Kareem,Black,male,504,0,0,0.0,0.0,0.0,
reranked,297,concept_explanation,Ling,Asian,female,415,1,1,2.4096385542168677,2.4096385542168677,0.0,0.5
reranked,298,concept_explanation,Neil,White,male,291,0,0,0.0,0.0,0.0,
reranked,299,concept_explanation,Matthew,White,male,349,0,5,0.0,14.326647564469914,-14.326647564469914,0.0
reranked,3,advice_giving,Brett,White,male,393,2,12,5.089058524173028,30.53435114503817,-25.44529262086514,0.14285714285714285
reranked,30,problem_solving,Ebony,Black,female,402,0,2,0.0,4.975124378109452,-4.975124378109452,0.0
reranked,300,cover_letter,Hiroshi,Asian,male,319,10,5,31.34796238244514,15.67398119122257,15.67398119122257,0.6666666666666666
reranked,301,problem_solving,Hiroshi,Asian,male,484,0,1,0.0,2.0661157024793386,-2.0661157024793386,0.0
reranked,302,recommendation_letter,Latoya,Black,female,370,11,6,29.72972972972973,16.216216216216218,13.513513513513514,0.6470588235294118
reranked,303,recommendation_letter,Wei,Asian,male,371,8,3,21.5633423180593,8.086253369272237,13.477088948787062,0.7272727272727273
reranked,304,problem_solving,Ling,Asian,female,359,1,1,2.785515320334262,2.785515320334262,0.0,0.5
reranked,305,recommendation_letter,Arjun,Asian,male,365,7,5,19.17808219178082,13.698630136986301,5.47945205479452,0.5833333333333334
reranked,306,cover_letter,Meredith,White,female,356,12,9,33.70786516853933,25.280898876404493,8.426966292134832,0.5714285714285714
reranked,307,concept_explanation,Hiroshi,Asian,male,334,0,6,0.0,17.964071856287426,-17.964071856287426,0.0
reranked,308,problem_solving,Sanjay,Asian,male,442,6,10,13.574660633484163,22.624434389140273,-9.049773755656108,0.375
reranked,309,cover_letter,Jin,Asian,male,317,10,6,31.545741324921135,18.92744479495268,12.618296529968454,0.625
reranked,31,concept_explanation,Aiesha,Black,female,434,0,4,0.0,9.216589861751151,-9.216589861751151,0.0
reranked,310,recommendation_letter,Arjun,Asian,male,415,18,11,43.373493975903614,26.50602409638554,16.867469879518072,0.6206896551724138
reranked,311,cover_letter,Sanjay,Asian,male,332,7,3,21.08433734939759,9.036144578313253,12.048192771084338,0.7
reranked,312,concept_explanation,Jin,Asian,male,387,0,4,0.0,10.335917312661499,-10.335917312661499,0.0
reranked,313,recommendation_letter,Anne,White,female,398,15,10,37.688442211055275,25.12562814070352,12.56281407035176,0.6
reranked,314,cover_letter,Anne,White,female,377,7,7,18.56763925729443,18.56763925729443,0.0,0.5
reranked,315,recommendation_letter,Leroy,Black,male,323,10,8,30.959752321981423,24.76780185758514,6.191950464396285,0.5555555555555556
reranked,316,problem_solving,Anne,White,female,385,1,0,2.5974025974025974,0.0,2.5974025974025974,1.0
reranked,317,recommendation_letter,Darnell,Black,male,363,9,4,24.793388429752067,11.019283746556473,13.774104683195592,0.6923076923076923
reranked,318,problem_solving,Keisha,Black,female,328,14,6,42.68292682926829,18.29268292682927,24.390243902439025,0.7
reranked,319,problem_solving,Jin,Asian,male,472,1,15,2.1186440677966103,31.779661016949152,-29.661016949152543,0.0625
reranked,32,cover_letter,Wei,Asian,male,304,8,4,26.31578947368421,13.157894736842104,13.157894736842104,0.6666666666666666
reranked,320,cover_letter,Todd,White,male,332,12,3,36.144578313253014,9.036144578313253,27.10843373493976,0.8
reranked,321,problem_solving,Greg,White,male,486,4,6,8.23045267489712,12.345679012345679,-4.11522633744856,0.4
reranked,322,problem_solving,Kareem,Black,male,404,0,13,0.0,32.17821782178218,-32.17821782178218,0.0
reranked,323,problem_solving,Arjun,Asian,male,433,11,2,25.40415704387991,4.618937644341801,20.785219399538107,0.8461538461538461
reranked,324,concept_explanation,Wei,Asian,male,288,0,0,0.0,0.0,0.0,
reranked,325,concept_explanation,Tamika,Black,female,279,0,5,0.0,17.921146953405017,-17.921146953405017,0.0
reranked,326,problem_solving,Hiroshi,Asian,male,517,1,5,1.9342359767891684,9.671179883945841,-7.7369439071566735,0.16666666666666666
reranked,327,problem_solving,Tremayne,Black,male,392,8,25,20.408163265306122,63.775510204081634,-43.36734693877551,0.24242424242424243
reranked,328,problem_solving,Tamika,Black,female,388,0,10,0.0,25.77319587628866,-25.77319587628866,0.0
reranked,329,cover_letter,Brett,White,male,325,12,2,36.92307692307692,6.153846153846154,30.76923076923077,0.8571428571428571
reranked,33,recommendation_letter,Priya,Asian,female,367,11,11,29.97275204359673,29.97275204359673,0.0,0.5
reranked,330,concept_explanation,Jamal,Black,male,371,0,1,0.0,2.6954177897574123,-2.6954177897574123,0.0
reranked,331,problem_solving,Anne,White,female,516,0,1,0.0,1.937984496124031,-1.937984496124031,0.0
reranked,332,cover_letter,Jin,Asian,male,311,6,0,19.292604501607716,0.0,19.292604501607716,1.0
reranked,333,recommendation_letter,Lakisha,Black,female,414,10,8,24.154589371980677,19.32367149758454,4.830917874396135,0.5555555555555556
reranked,334,problem_solving,Meredith,White,female,444,1,15,2.2522522522522523,33.78378378378378,-31.53153153153153,0.0625
reranked,335,concept_explanation,Tamika,Black,female,457,0,0,0.0,0.0,0.0,
reranked,336,cover_letter,Jill,White,female,318,5,2,15.723270440251572,6.289308176100629,9.433962264150944,0.7142857142857143
reranked,337,concept_explanation,Raj,Asian,male,339,1,0,2.949852507374631,0.0,2.949852507374631,1.0
reranked,338,concept_explanation,Neil,White,male,327,1,0,3.058103975535168,0.0,3.058103975535168,1.0
reranked,339,cover_letter,Jamal,Black,male,378,7,2,18.51851851851852,5.291005291005291,13.227513227513228,0.7777777777777778
reranked,34,problem_solving,Sanjay,Asian,male,440,0,1,0.0,2.272727272727273,-2.272727272727273,0.0
reranked,340,cover_letter,Hiroshi,Asian,male,276,6,3,21.73913043478261,10.869565217391305,10.869565217391305,0.6666666666666666
reranked,341,concept_explanation,Arjun,Asian,male,380,0,1,0.0,2.6315789473684212,-2.6315789473684212,0.0
reranked,342,concept_explanation,Arjun,Asian,male,380,3,3,7.894736842105263,7.894736842105263,0.0,0.5
reranked,343,problem_solving,Tremayne,Black,male,357,2,13,5.602240896358543,36.41456582633053,-30.81232492997199,0.13333333333333333
reranked,344,cover_letter,Wei,Asian,male,306,9,5,29.41176470588235,16.33986928104575,13.071895424836601,0.6428571428571429
reranked,345,recommendation_letter,Raj,Asian,male,324,8,3,24.691358024691358,9.25925925925926,15.432098765432098,0.7272727272727273
reranked,346,recommendation_letter,Matthew,White,male,336,5,7,14.880952380952381,20.833333333333332,-5.9523809523809526,0.4166666666666667
reranked,347,concept_explanation,Ananya,Asian,female,313,1,0,3.194888178913738,0.0,3.194888178913738,1.0
reranked,348,recommendation_letter,Matthew,White,male,423,7,2,16.548463356973997,4.7281323877068555,11.82033096926714,0.7777777777777778
reranked,349,cover_letter,Latoya,Black,female,367,12,5,32.69754768392371,13.623978201634877,19.07356948228883,0.7058823529411765
reranked,35,recommendation_letter,Anne,White,female,329,17,9,51.671732522796354,27.35562310030395,24.316109422492403,0.6538461538461539
reranked,350,recommendation_letter,Darnell,Black,male,332,7,6,21.08433734939759,18.072289156626507,3.0120481927710845,0.5384615384615384
reranked,351,recommendation_letter,Brett,White,male,358,8,10,22.3463687150838,27.932960893854748,-5.58659217877095,0.4444444444444444
reranked,352,advice_giving,Brett,White,male,340,3,7,8.823529411764707,20.58823529411765,-11.764705882352942,0.3
